name, date, colors
accent_sample_board_20241101_2030_59.png,20241101_2030_59,"[[0.03529411764705882, 0.5294117647058824, 1.0, 0.9], [0.0, 0.0, 1.0, 0.89], [0.01568627450980392, 0.23529411764705882, 0.48627450980392156, 0.49]]"
